Idade,Gênero,Horas de Uso de Tecnologia,Horas de Uso de Redes Sociais,Horas de Jogos,Horas de Tempo na Tela,Status de Saúde Mental,Nivel_Estresse,Horas de Sono,Horas de Atividade Física,Acesso a Sistemas de Suporte,Impacto do Ambiente de Trabalho,Uso de Suporte Online,Faixa_Etaria,Estresse_Score,Alerta_Saude
35,Masculino,1.03,7.6,0.41,14.72,Regular,Baixo,4.75,0.95,Não,Negativo,Sim,26-40,1,Sim
53,Outro,5.28,1.38,0.07,14.36,Regular,Baixo,4.55,5.53,Não,Negativo,Não,41-60,1,Sim
62,Outro,4.89,1.38,3.56,1.69,Excelente,Médio,8.2,3.93,Sim,Negativo,Não,60+,2,Não
57,Outro,3.28,1.62,3.47,13.05,Regular,Médio,7.7,9.18,Sim,Neutro,Não,41-60,2,Não
19,Feminino,1.01,4.72,1.87,10.39,Excelente,Alto,8.51,3.03,Não,Negativo,Sim,18-25,3,Não
23,Masculino,3.77,2.99,2.82,8.6,Bom,Alto,8.83,3.2,Não,Neutro,Sim,18-25,3,Não
35,Masculino,4.72,5.5,4.13,10.23,Regular,Alto,8.15,5.41,Não,Negativo,Sim,26-40,3,Não
62,Feminino,8.49,6.93,4.19,13.64,Excelente,Baixo,8.25,4.62,Sim,Negativo,Não,60+,1,Não
47,Feminino,2.65,2.22,0.68,1.9,Bom,Baixo,4.94,0.85,Sim,Negativo,Sim,41-60,1,Não
43,Masculino,7.77,5.45,1.71,12.59,Ruim,Baixo,6.24,3.31,Sim,Positivo,Não,41-60,1,Não
37,Masculino,5.6,4.69,1.35,12.14,Excelente,Alto,7.54,8.88,Sim,Neutro,Não,26-40,3,Não
24,Outro,5.61,6.77,4.85,4.42,Regular,Médio,8.68,3.12,Não,Positivo,Sim,18-25,2,Não
41,Outro,6.29,7.68,3.44,9.65,Ruim,Médio,5.66,7.65,Não,Neutro,Sim,41-60,2,Sim
64,Masculino,2.96,1.42,4.38,5.38,Ruim,Médio,7.47,7.07,Sim,Negativo,Sim,60+,2,Não
58,Outro,5.15,4.77,1.42,13.11,Regular,Alto,7.12,8.25,Não,Negativo,Não,41-60,3,Não
46,Outro,8.9,3.67,3.01,12.39,Excelente,Baixo,7.82,1.78,Sim,Negativo,Sim,41-60,1,Não
22,Outro,6.87,5.84,0.29,8.25,Bom,Médio,8.13,7.03,Sim,Neutro,Não,18-25,2,Não
28,Masculino,4.33,1.24,4.99,10.27,Ruim,Médio,7.86,0.33,Sim,Negativo,Sim,26-40,2,Não
37,Masculino,4.88,1.88,0.59,7.33,Ruim,Baixo,8.27,5.81,Sim,Positivo,Sim,26-40,1,Não
53,Masculino,2.43,1.62,3.07,5.65,Regular,Baixo,5.99,9.89,Não,Neutro,Não,41-60,1,Não
19,Outro,11.79,3.37,4.82,6.96,Ruim,Médio,7.05,2.63,Sim,Positivo,Sim,18-25,2,Não
24,Masculino,4.36,5.47,0.63,10.62,Bom,Baixo,8.62,2.52,Sim,Neutro,Sim,18-25,1,Não
31,Outro,4.96,0.16,4.21,11.13,Excelente,Alto,6.93,1.7,Não,Negativo,Não,26-40,3,Não
58,Feminino,4.91,4.14,2.06,11.56,Excelente,Alto,8.95,5.81,Sim,Positivo,Não,41-60,3,Não
45,Outro,11.53,4.34,1.03,5.36,Ruim,Médio,5.76,0.38,Sim,Positivo,Não,41-60,2,Não
50,Outro,3.62,2.27,3.65,6.21,Excelente,Baixo,8.26,0.86,Sim,Negativo,Sim,41-60,1,Não
57,Feminino,9.93,5.93,1.65,13.14,Excelente,Alto,6.39,0.99,Não,Neutro,Sim,41-60,3,Não
20,Outro,5.42,0.75,3.95,10.65,Excelente,Alto,4.25,0.06,Sim,Negativo,Sim,18-25,3,Sim
62,Feminino,5.38,2.1,0.81,2.02,Excelente,Médio,7.86,7.86,Não,Positivo,Sim,60+,2,Não
56,Feminino,7.55,0.28,0.35,8.19,Excelente,Baixo,6.62,0.31,Não,Negativo,Sim,41-60,1,Não
62,Masculino,3.02,0.25,0.37,3.85,Excelente,Alto,5.56,9.68,Não,Positivo,Não,60+,3,Não
63,Masculino,4.46,4.93,0.94,10.4,Ruim,Médio,6.93,2.11,Não,Negativo,Não,60+,2,Não
40,Feminino,7.34,0.26,2.91,5.33,Bom,Baixo,8.98,2.2,Não,Neutro,Não,26-40,1,Não
18,Feminino,2.88,5.64,0.79,1.75,Regular,Baixo,5.65,4.1,Não,Neutro,Não,,1,Não
65,Feminino,5.72,4.02,4.2,14.18,Bom,Baixo,6.68,3.67,Não,Positivo,Não,60+,1,Não
19,Masculino,7.7,7.23,4.9,6.57,Ruim,Alto,7.86,4.13,Sim,Negativo,Sim,18-25,3,Não
19,Masculino,10.01,3.17,4.26,9.26,Ruim,Baixo,5.97,6.05,Não,Negativo,Não,18-25,1,Sim
30,Outro,4.97,2.15,3.74,1.99,Ruim,Médio,8.12,7.73,Sim,Positivo,Sim,26-40,2,Não
60,Masculino,4.91,2.69,3.52,11.21,Regular,Alto,6.61,1.7,Sim,Neutro,Sim,41-60,3,Não
56,Feminino,7.85,6.96,3.29,14.14,Regular,Baixo,8.87,3.92,Sim,Neutro,Não,41-60,1,Não
24,Outro,11.53,6.27,3.16,14.42,Regular,Alto,7.75,8.18,Sim,Neutro,Não,18-25,3,Não
28,Feminino,10.02,3.23,0.52,2.02,Excelente,Baixo,7.6,2.53,Não,Neutro,Não,26-40,1,Não
20,Masculino,8.56,0.05,3.35,7.96,Excelente,Alto,5.78,2.87,Sim,Negativo,Sim,18-25,3,Não
56,Feminino,3.58,7.72,2.07,13.24,Bom,Alto,5.46,7.17,Não,Neutro,Sim,41-60,3,Sim
42,Outro,10.66,1.4,0.76,2.24,Bom,Baixo,5.01,0.44,Não,Positivo,Sim,41-60,1,Não
35,Feminino,9.67,6.51,2.31,5.1,Ruim,Baixo,7.04,5.78,Sim,Negativo,Sim,26-40,1,Não
58,Masculino,9.29,0.63,3.75,10.63,Regular,Médio,6.75,3.2,Sim,Negativo,Sim,41-60,2,Não
45,Masculino,1.49,4.37,0.93,9.08,Bom,Alto,7.04,5.74,Não,Neutro,Sim,41-60,3,Não
46,Outro,11.83,3.77,4.04,9.75,Bom,Baixo,6.38,6.98,Sim,Neutro,Sim,41-60,1,Não
63,Masculino,1.26,3.16,0.49,7.17,Ruim,Médio,6.52,0.47,Não,Negativo,Sim,60+,2,Não
38,Feminino,7.6,3.86,0.66,14.62,Bom,Médio,8.69,7.15,Não,Negativo,Não,26-40,2,Não
48,Masculino,8.06,1.1,2.37,10.34,Bom,Alto,6.59,9.02,Não,Positivo,Sim,41-60,3,Não
50,Outro,4.31,4.42,2.06,6.3,Bom,Médio,7.97,1.7,Não,Neutro,Sim,41-60,2,Não
32,Outro,7.92,7.02,2.4,2.71,Regular,Alto,8.73,7.64,Sim,Negativo,Não,26-40,3,Não
34,Outro,7.56,1.86,1.28,7.04,Ruim,Médio,4.6,0.64,Não,Positivo,Não,26-40,2,Não
27,Feminino,9.02,0.9,0.09,14.72,Ruim,Médio,4.17,8.72,Sim,Positivo,Não,26-40,2,Sim
19,Masculino,3.75,0.29,4.5,14.52,Regular,Médio,4.48,2.34,Sim,Neutro,Sim,18-25,2,Sim
36,Masculino,1.43,7.81,2.98,14.3,Regular,Médio,6.05,6.94,Não,Neutro,Sim,26-40,2,Não
23,Feminino,6.13,6.67,2.91,1.25,Ruim,Baixo,9.0,1.66,Não,Negativo,Sim,18-25,1,Não
29,Outro,8.55,7.15,2.2,5.79,Regular,Alto,5.84,4.7,Sim,Negativo,Sim,26-40,3,Não
20,Masculino,2.29,4.55,3.5,13.15,Bom,Alto,7.88,6.24,Não,Neutro,Sim,18-25,3,Não
52,Outro,11.25,5.35,2.68,6.42,Bom,Baixo,7.1,8.69,Sim,Neutro,Sim,41-60,1,Não
37,Outro,3.9,3.68,0.55,9.41,Regular,Alto,6.55,2.43,Não,Negativo,Não,26-40,3,Não
26,Outro,8.34,5.63,0.49,14.81,Ruim,Alto,5.09,6.03,Sim,Positivo,Não,26-40,3,Sim
29,Outro,4.77,1.69,1.54,8.7,Ruim,Médio,7.42,7.47,Não,Positivo,Sim,26-40,2,Não
37,Feminino,11.91,7.3,4.3,5.06,Bom,Médio,4.86,8.8,Não,Negativo,Não,26-40,2,Não
21,Masculino,10.24,7.18,2.24,11.2,Regular,Médio,5.7,2.64,Sim,Neutro,Sim,18-25,2,Sim
19,Outro,5.47,0.64,2.52,8.07,Bom,Alto,4.53,1.46,Não,Neutro,Não,18-25,3,Sim
63,Feminino,8.61,7.76,4.36,9.98,Excelente,Médio,5.78,5.0,Não,Neutro,Sim,60+,2,Sim
20,Outro,5.24,2.85,3.73,8.58,Bom,Médio,6.0,0.05,Não,Neutro,Sim,18-25,2,Não
57,Outro,1.07,2.82,3.49,8.43,Regular,Baixo,7.76,8.21,Não,Negativo,Não,41-60,1,Não
45,Feminino,3.5,7.25,1.61,8.21,Bom,Médio,7.11,9.28,Não,Positivo,Sim,41-60,2,Não
37,Masculino,4.76,1.4,3.13,9.19,Ruim,Baixo,6.47,1.85,Sim,Neutro,Não,26-40,1,Não
59,Masculino,2.21,6.41,4.62,2.21,Excelente,Baixo,7.86,6.66,Sim,Negativo,Sim,41-60,1,Não
29,Outro,10.56,7.37,1.22,12.42,Ruim,Médio,4.47,3.0,Não,Positivo,Sim,26-40,2,Sim
62,Outro,7.81,3.81,0.98,14.48,Bom,Baixo,4.22,7.07,Não,Positivo,Sim,60+,1,Sim
39,Masculino,2.7,4.58,2.58,5.23,Excelente,Alto,8.84,9.46,Sim,Neutro,Não,26-40,3,Não
60,Masculino,4.52,7.61,2.48,14.13,Regular,Médio,5.95,6.96,Sim,Positivo,Não,41-60,2,Sim
52,Outro,2.93,0.07,3.97,8.77,Regular,Baixo,8.59,0.36,Não,Positivo,Sim,41-60,1,Não
32,Outro,5.23,3.97,0.15,8.56,Ruim,Baixo,8.3,2.78,Sim,Negativo,Não,26-40,1,Não
47,Feminino,8.81,0.76,1.87,1.24,Bom,Alto,5.83,6.44,Sim,Neutro,Sim,41-60,3,Não
58,Feminino,8.96,1.38,4.94,9.26,Bom,Baixo,4.84,3.99,Não,Neutro,Não,41-60,1,Sim
20,Outro,10.14,5.31,2.99,8.66,Regular,Alto,5.93,4.77,Não,Neutro,Não,18-25,3,Sim
63,Feminino,6.04,0.46,3.17,14.37,Regular,Baixo,7.05,6.41,Não,Neutro,Sim,60+,1,Não
28,Masculino,2.91,5.1,0.31,3.75,Ruim,Alto,7.14,0.72,Não,Neutro,Não,26-40,3,Não
40,Feminino,2.93,1.3,4.14,6.33,Ruim,Alto,8.97,9.28,Sim,Neutro,Não,26-40,3,Não
57,Outro,1.71,0.7,0.32,2.48,Bom,Alto,8.65,8.34,Não,Positivo,Sim,41-60,3,Não
47,Feminino,5.08,1.56,4.04,12.68,Excelente,Alto,4.24,7.16,Sim,Positivo,Sim,41-60,3,Sim
65,Feminino,2.96,5.37,0.29,10.43,Regular,Alto,4.86,3.35,Sim,Positivo,Não,60+,3,Sim
53,Outro,11.29,2.52,4.9,3.27,Excelente,Médio,8.83,9.01,Sim,Neutro,Não,41-60,2,Não
40,Outro,2.99,0.58,1.84,11.72,Ruim,Médio,7.37,4.9,Sim,Neutro,Não,26-40,2,Não
31,Outro,10.87,6.79,4.31,8.07,Regular,Baixo,8.06,9.64,Sim,Negativo,Não,26-40,1,Não
64,Outro,7.42,2.1,2.34,7.92,Regular,Alto,7.9,4.01,Não,Negativo,Não,60+,3,Não
46,Outro,8.83,7.28,1.69,4.79,Ruim,Médio,6.18,1.05,Sim,Negativo,Sim,41-60,2,Não
51,Masculino,1.47,4.83,4.27,12.2,Ruim,Alto,5.23,3.86,Sim,Positivo,Sim,41-60,3,Sim
44,Masculino,4.45,1.28,3.29,13.23,Regular,Alto,4.06,7.07,Sim,Negativo,Sim,41-60,3,Sim
32,Outro,1.03,4.59,4.87,1.36,Ruim,Baixo,6.06,2.73,Não,Positivo,Não,26-40,1,Não
43,Masculino,3.85,7.19,4.53,9.65,Excelente,Médio,8.05,9.2,Sim,Neutro,Sim,41-60,2,Não
65,Outro,4.04,5.05,2.66,4.37,Regular,Alto,7.24,2.46,Não,Negativo,Não,60+,3,Não
34,Masculino,10.69,2.77,1.25,11.81,Excelente,Baixo,8.64,8.82,Não,Negativo,Sim,26-40,1,Não
27,Feminino,4.95,0.87,4.83,8.48,Bom,Baixo,6.04,8.61,Sim,Neutro,Não,26-40,1,Não
22,Feminino,10.23,7.93,1.11,7.57,Excelente,Médio,5.18,9.29,Sim,Neutro,Não,18-25,2,Não
61,Outro,11.77,5.97,3.34,11.11,Ruim,Médio,4.08,2.48,Não,Negativo,Sim,60+,2,Sim
58,Masculino,7.88,7.74,1.61,1.57,Ruim,Baixo,8.96,4.99,Sim,Positivo,Sim,41-60,1,Não
63,Feminino,8.64,5.6,3.16,12.17,Excelente,Baixo,6.52,7.0,Não,Neutro,Não,60+,1,Não
36,Masculino,1.08,2.4,1.75,6.99,Regular,Baixo,4.47,5.68,Sim,Negativo,Não,26-40,1,Não
53,Masculino,7.32,1.55,1.23,2.94,Ruim,Médio,6.9,2.13,Não,Positivo,Não,41-60,2,Não
64,Masculino,2.53,1.46,1.26,7.7,Regular,Médio,4.46,3.01,Sim,Negativo,Sim,60+,2,Não
56,Masculino,11.86,4.87,2.05,7.5,Excelente,Médio,4.2,2.02,Sim,Positivo,Não,41-60,2,Não
54,Feminino,4.46,1.75,1.65,4.59,Bom,Médio,4.85,1.11,Sim,Negativo,Não,41-60,2,Não
57,Outro,10.15,1.62,1.53,2.89,Regular,Médio,4.27,2.49,Sim,Negativo,Não,41-60,2,Não
33,Outro,7.3,7.59,1.86,1.9,Excelente,Médio,8.65,1.48,Não,Negativo,Não,26-40,2,Não
42,Masculino,9.08,6.32,1.9,11.27,Regular,Médio,7.51,1.14,Não,Negativo,Sim,41-60,2,Não
39,Outro,10.13,0.09,1.08,7.38,Ruim,Médio,7.68,4.18,Sim,Negativo,Não,26-40,2,Não
49,Feminino,1.57,3.55,1.46,6.6,Ruim,Alto,7.74,4.94,Sim,Neutro,Sim,41-60,3,Não
48,Masculino,7.28,2.63,0.55,8.34,Regular,Baixo,7.36,2.73,Sim,Negativo,Não,41-60,1,Não
48,Outro,8.96,6.92,4.14,2.43,Bom,Médio,4.27,8.56,Sim,Negativo,Sim,41-60,2,Não
19,Masculino,8.42,6.19,2.56,7.23,Excelente,Alto,8.18,6.61,Sim,Neutro,Não,18-25,3,Não
57,Feminino,8.94,4.19,2.77,9.03,Excelente,Baixo,7.49,6.98,Sim,Neutro,Não,41-60,1,Não
59,Outro,6.34,0.42,1.43,8.96,Bom,Baixo,8.1,6.08,Não,Negativo,Sim,41-60,1,Não
21,Outro,4.98,1.81,1.05,5.96,Ruim,Baixo,5.52,0.2,Sim,Positivo,Não,18-25,1,Não
59,Outro,2.5,0.44,1.48,9.38,Bom,Alto,6.38,8.63,Sim,Negativo,Sim,41-60,3,Não
33,Masculino,1.49,2.69,2.45,11.28,Excelente,Baixo,5.71,5.29,Sim,Positivo,Sim,26-40,1,Sim
52,Masculino,8.28,3.08,4.67,11.49,Regular,Alto,7.47,5.44,Sim,Positivo,Não,41-60,3,Não
30,Outro,2.95,7.08,3.19,9.65,Regular,Alto,4.66,0.47,Não,Neutro,Não,26-40,3,Sim
36,Outro,10.1,3.02,3.89,10.32,Excelente,Médio,4.05,1.93,Sim,Negativo,Sim,26-40,2,Sim
27,Outro,2.18,3.22,0.98,14.22,Bom,Baixo,8.28,2.53,Não,Neutro,Sim,26-40,1,Não
55,Masculino,4.59,3.65,3.67,10.21,Bom,Alto,6.12,4.61,Sim,Positivo,Sim,41-60,3,Não
35,Masculino,5.51,0.49,1.13,1.12,Excelente,Médio,7.24,7.5,Sim,Negativo,Não,26-40,2,Não
57,Outro,7.29,6.47,2.72,7.94,Bom,Médio,8.46,5.93,Não,Positivo,Sim,41-60,2,Não
34,Masculino,6.47,4.1,1.8,6.94,Bom,Alto,5.99,8.62,Sim,Neutro,Sim,26-40,3,Não
62,Masculino,1.56,4.16,2.11,9.23,Regular,Médio,6.91,2.22,Não,Positivo,Não,60+,2,Não
21,Feminino,6.65,2.06,0.96,4.77,Regular,Médio,4.42,2.49,Não,Negativo,Sim,18-25,2,Não
50,Outro,3.75,1.8,4.64,6.28,Bom,Baixo,4.68,4.59,Não,Positivo,Não,41-60,1,Não
36,Masculino,10.45,3.9,4.04,11.6,Ruim,Alto,6.11,3.29,Não,Negativo,Não,26-40,3,Não
61,Feminino,4.83,5.69,1.62,8.9,Regular,Médio,4.81,7.23,Não,Neutro,Sim,60+,2,Sim
51,Outro,5.65,0.32,3.67,8.65,Ruim,Médio,6.2,6.14,Não,Neutro,Não,41-60,2,Não
31,Feminino,3.49,3.13,4.16,3.07,Regular,Baixo,8.75,1.4,Sim,Neutro,Não,26-40,1,Não
49,Outro,1.28,7.19,4.25,12.51,Regular,Médio,5.88,3.03,Não,Neutro,Sim,41-60,2,Sim
18,Masculino,2.18,3.53,3.34,5.39,Excelente,Alto,4.98,6.7,Não,Positivo,Sim,,3,Não
21,Masculino,8.75,2.05,2.52,3.19,Excelente,Médio,5.9,2.57,Sim,Neutro,Sim,18-25,2,Não
62,Feminino,6.89,3.4,0.73,6.18,Regular,Alto,5.98,6.7,Não,Negativo,Não,60+,3,Não
59,Outro,7.49,4.29,4.99,8.13,Bom,Baixo,5.5,3.67,Não,Negativo,Não,41-60,1,Sim
44,Outro,3.34,3.19,2.13,12.7,Bom,Médio,5.58,9.18,Não,Positivo,Sim,41-60,2,Sim
25,Outro,4.5,2.76,1.43,1.9,Regular,Baixo,4.5,5.83,Sim,Positivo,Sim,18-25,1,Não
19,Feminino,9.11,3.14,3.35,1.12,Ruim,Alto,4.57,7.61,Sim,Neutro,Sim,18-25,3,Não
26,Feminino,1.72,0.53,1.42,11.14,Ruim,Alto,4.77,4.3,Não,Neutro,Não,26-40,3,Sim
30,Outro,9.97,4.42,3.06,5.82,Ruim,Médio,6.15,7.1,Sim,Neutro,Não,26-40,2,Não
63,Masculino,11.38,5.02,2.7,6.26,Bom,Alto,5.1,7.61,Sim,Neutro,Não,60+,3,Não
53,Feminino,1.0,2.17,1.95,5.07,Excelente,Médio,8.03,3.65,Não,Neutro,Não,41-60,2,Não
29,Outro,9.11,7.34,0.03,8.19,Ruim,Baixo,5.32,9.63,Sim,Neutro,Não,26-40,1,Sim
65,Masculino,6.05,7.63,4.82,11.52,Excelente,Alto,8.85,3.79,Sim,Neutro,Sim,60+,3,Não
28,Outro,1.07,5.66,3.7,7.62,Excelente,Médio,7.33,9.78,Sim,Neutro,Sim,26-40,2,Não
22,Feminino,7.9,0.84,4.03,7.5,Ruim,Baixo,5.8,3.05,Sim,Positivo,Sim,18-25,1,Não
62,Masculino,4.76,3.58,2.22,2.12,Ruim,Alto,8.37,0.78,Sim,Neutro,Sim,60+,3,Não
65,Outro,3.26,2.18,0.39,4.24,Excelente,Médio,5.55,0.4,Não,Positivo,Não,60+,2,Não
26,Outro,2.36,2.21,1.83,2.27,Excelente,Alto,6.21,8.81,Não,Neutro,Sim,26-40,3,Não
23,Masculino,2.31,2.98,4.78,12.12,Excelente,Alto,8.08,3.73,Não,Neutro,Não,18-25,3,Não
58,Feminino,8.31,3.72,0.08,10.09,Regular,Alto,6.9,6.35,Não,Positivo,Sim,41-60,3,Não
24,Outro,11.04,3.38,2.6,9.2,Ruim,Alto,8.37,8.56,Não,Neutro,Não,18-25,3,Não
45,Feminino,3.17,5.26,4.02,14.41,Excelente,Baixo,7.53,1.86,Não,Negativo,Sim,41-60,1,Não
59,Outro,5.84,7.32,2.36,4.69,Ruim,Médio,8.2,8.99,Não,Negativo,Não,41-60,2,Não
61,Masculino,8.41,2.53,2.87,14.34,Regular,Baixo,5.41,7.99,Sim,Positivo,Sim,60+,1,Sim
20,Outro,6.14,6.1,2.62,6.51,Excelente,Baixo,8.5,2.63,Sim,Positivo,Não,18-25,1,Não
31,Masculino,1.16,7.91,3.3,4.04,Regular,Alto,7.77,8.25,Sim,Neutro,Sim,26-40,3,Não
22,Feminino,6.89,0.6,2.91,2.79,Ruim,Médio,4.71,4.05,Sim,Positivo,Não,18-25,2,Não
30,Feminino,2.97,4.19,4.09,10.76,Excelente,Médio,7.46,7.64,Não,Neutro,Não,26-40,2,Não
43,Outro,2.62,3.62,2.52,9.36,Ruim,Alto,7.4,2.41,Não,Negativo,Sim,41-60,3,Não
27,Outro,4.04,0.99,1.68,7.66,Ruim,Baixo,4.49,5.94,Não,Negativo,Sim,26-40,1,Não
35,Masculino,11.1,2.52,0.64,7.36,Excelente,Médio,8.23,3.27,Sim,Positivo,Não,26-40,2,Não
29,Masculino,2.47,0.37,0.49,14.25,Ruim,Alto,6.82,3.22,Sim,Negativo,Não,26-40,3,Não
54,Feminino,5.68,4.26,1.56,11.14,Ruim,Alto,8.98,2.36,Não,Neutro,Não,41-60,3,Não
32,Outro,4.97,2.12,1.55,6.57,Excelente,Alto,4.59,0.06,Não,Negativo,Não,26-40,3,Não
57,Outro,3.96,7.57,4.87,5.49,Bom,Médio,6.72,3.02,Não,Positivo,Não,41-60,2,Não
53,Masculino,10.16,1.79,2.81,11.83,Bom,Baixo,7.57,9.27,Não,Negativo,Não,41-60,1,Não
61,Masculino,7.31,0.41,2.81,6.33,Bom,Baixo,5.91,8.11,Não,Positivo,Sim,60+,1,Não
31,Feminino,7.71,5.51,1.84,14.5,Ruim,Médio,5.56,5.37,Não,Positivo,Não,26-40,2,Sim
23,Feminino,11.37,7.95,1.77,4.19,Bom,Médio,7.05,2.43,Não,Negativo,Não,18-25,2,Não
38,Masculino,6.52,6.2,2.9,6.41,Excelente,Alto,6.51,9.87,Não,Positivo,Sim,26-40,3,Não
30,Feminino,10.23,3.23,4.54,2.76,Ruim,Alto,8.92,3.92,Sim,Positivo,Sim,26-40,3,Não
50,Feminino,4.04,2.6,3.04,11.5,Excelente,Alto,5.81,8.63,Não,Positivo,Não,41-60,3,Sim
49,Masculino,2.77,7.54,0.98,13.34,Excelente,Alto,8.79,8.8,Sim,Positivo,Sim,41-60,3,Não
23,Feminino,2.25,4.39,2.23,8.62,Excelente,Médio,4.51,9.0,Sim,Positivo,Não,18-25,2,Sim
50,Masculino,6.02,0.38,0.31,4.47,Excelente,Baixo,8.94,4.0,Sim,Positivo,Não,41-60,1,Não
55,Masculino,4.3,4.17,0.96,5.94,Regular,Alto,4.85,2.19,Sim,Neutro,Sim,41-60,3,Não
54,Outro,11.92,5.5,2.57,1.56,Regular,Baixo,5.61,6.15,Sim,Neutro,Não,41-60,1,Não
60,Outro,8.19,6.52,2.23,8.74,Ruim,Baixo,7.34,7.24,Não,Positivo,Sim,41-60,1,Não
31,Feminino,9.97,7.78,0.67,11.83,Ruim,Baixo,6.7,5.34,Não,Positivo,Sim,26-40,1,Não
63,Outro,5.12,5.43,4.32,6.69,Ruim,Baixo,8.6,5.89,Não,Negativo,Sim,60+,1,Não
29,Masculino,6.83,1.59,1.14,1.96,Bom,Alto,7.42,8.33,Não,Negativo,Sim,26-40,3,Não
46,Feminino,5.72,2.28,2.57,3.75,Excelente,Alto,7.68,9.77,Não,Neutro,Não,41-60,3,Não
44,Masculino,4.7,3.57,4.42,3.92,Ruim,Médio,7.03,8.57,Sim,Neutro,Não,41-60,2,Não
32,Outro,6.79,4.05,3.1,5.47,Regular,Baixo,6.26,1.49,Não,Neutro,Sim,26-40,1,Não
40,Masculino,2.37,6.46,2.11,12.9,Excelente,Alto,7.42,4.94,Não,Neutro,Sim,26-40,3,Não
23,Outro,8.67,1.79,3.1,1.94,Bom,Alto,6.76,2.23,Sim,Neutro,Sim,18-25,3,Não
64,Feminino,1.32,3.98,4.83,9.44,Excelente,Baixo,4.37,6.02,Não,Negativo,Sim,60+,1,Sim
53,Masculino,7.85,3.37,2.1,8.07,Regular,Alto,6.9,9.3,Sim,Positivo,Sim,41-60,3,Não
29,Feminino,8.89,3.62,4.15,6.42,Ruim,Médio,5.85,3.89,Sim,Neutro,Sim,26-40,2,Não
49,Outro,10.63,6.94,0.02,11.81,Ruim,Alto,6.89,8.47,Não,Neutro,Não,41-60,3,Não
38,Masculino,6.27,7.59,4.83,6.87,Excelente,Baixo,4.42,0.54,Sim,Neutro,Não,26-40,1,Não
65,Masculino,6.07,1.99,0.6,12.54,Ruim,Médio,5.09,7.49,Sim,Neutro,Sim,60+,2,Sim
52,Feminino,2.98,3.53,0.97,12.75,Excelente,Baixo,7.13,7.64,Sim,Positivo,Não,41-60,1,Não
35,Masculino,7.89,1.66,1.18,6.02,Bom,Alto,8.2,2.3,Não,Negativo,Não,26-40,3,Não
28,Outro,7.75,7.15,0.65,11.78,Ruim,Alto,7.91,1.72,Não,Positivo,Não,26-40,3,Não
21,Outro,8.1,5.7,3.68,2.83,Excelente,Alto,8.06,4.48,Não,Neutro,Não,18-25,3,Não
18,Feminino,10.24,0.34,3.46,13.03,Regular,Baixo,8.63,8.61,Sim,Positivo,Sim,,1,Não
59,Outro,4.84,7.64,3.64,3.24,Excelente,Alto,8.44,1.79,Não,Neutro,Sim,41-60,3,Não
57,Masculino,9.04,7.22,4.61,11.11,Regular,Baixo,5.6,4.29,Não,Negativo,Não,41-60,1,Sim
55,Outro,10.79,2.43,1.88,5.96,Ruim,Baixo,8.1,1.6,Sim,Neutro,Sim,41-60,1,Não
40,Outro,9.57,2.11,1.64,6.92,Regular,Baixo,4.22,4.8,Não,Positivo,Sim,26-40,1,Não
60,Outro,9.46,1.04,1.22,9.5,Excelente,Alto,6.68,7.39,Sim,Positivo,Sim,41-60,3,Não
45,Outro,3.85,3.39,3.13,1.56,Bom,Baixo,6.65,9.02,Não,Negativo,Sim,41-60,1,Não
58,Outro,4.07,0.64,5.0,11.29,Ruim,Alto,7.23,9.98,Sim,Positivo,Sim,41-60,3,Não
58,Outro,9.22,3.04,2.64,5.59,Ruim,Médio,5.55,3.11,Sim,Positivo,Não,41-60,2,Não
23,Masculino,7.14,7.04,1.4,4.49,Excelente,Alto,6.52,4.62,Não,Neutro,Sim,18-25,3,Não
49,Masculino,8.31,7.82,4.47,9.88,Ruim,Baixo,6.16,0.82,Sim,Neutro,Não,41-60,1,Não
28,Outro,4.15,1.31,2.74,7.84,Regular,Alto,7.65,5.4,Não,Negativo,Sim,26-40,3,Não
36,Masculino,10.8,6.48,3.6,11.7,Regular,Médio,8.7,7.75,Sim,Neutro,Não,26-40,2,Não
34,Feminino,3.81,7.32,2.19,10.65,Excelente,Baixo,7.45,5.2,Não,Positivo,Não,26-40,1,Não
32,Outro,9.55,7.73,0.73,6.8,Bom,Médio,7.8,8.82,Não,Neutro,Não,26-40,2,Não
25,Masculino,4.31,1.7,3.03,3.4,Bom,Médio,8.95,9.78,Não,Negativo,Sim,18-25,2,Não
63,Feminino,5.26,3.9,1.7,6.88,Regular,Médio,8.35,8.64,Não,Positivo,Não,60+,2,Não
38,Feminino,1.04,3.48,2.5,10.95,Regular,Baixo,4.01,9.62,Não,Positivo,Não,26-40,1,Sim
61,Masculino,6.71,4.64,4.87,6.03,Ruim,Baixo,6.05,7.36,Não,Positivo,Não,60+,1,Não
23,Masculino,9.03,0.1,3.14,10.9,Ruim,Baixo,6.63,6.67,Não,Positivo,Sim,18-25,1,Não
62,Outro,10.64,4.02,4.29,13.47,Excelente,Baixo,6.11,1.74,Sim,Negativo,Não,60+,1,Não
32,Outro,4.88,4.83,4.3,11.4,Excelente,Alto,5.7,7.41,Não,Neutro,Não,26-40,3,Sim
33,Masculino,7.08,6.72,0.4,12.82,Bom,Médio,5.56,7.77,Sim,Negativo,Sim,26-40,2,Sim
